国家/地区,中国,印度,美国,印尼,巴基斯坦,巴西,尼日利亚,孟加拉,俄罗斯,墨西哥,日本,埃塞俄比亚,菲律宾,埃及,越南,刚果（金）,土耳其,伊朗,德国,泰国,法国,英国,坦桑尼亚,南非,意大利,肯尼亚,缅甸,韩国,哥伦比亚,西班牙,乌干达,阿根廷,苏丹,阿尔及利亚,乌克兰,伊拉克,阿富汗,加拿大,波兰,摩洛哥,沙特阿拉伯,乌兹别克斯坦,安哥拉,秘鲁,马来西亚,莫桑比克,加纳,也门,尼泊尔,委内瑞拉,马达加斯加,喀麦隆,科特迪瓦,朝鲜,澳大利亚,尼日尔,斯里兰卡,布基纳法索,马里,马拉维,智利,罗马尼亚,哈萨克斯坦,赞比亚,叙利亚,厄瓜多尔,荷兰,塞内加尔,危地马拉,柬埔寨,乍得,索马里,津巴布韦,几内亚,卢旺达,贝宁,布隆迪,突尼斯,玻利维亚,比利时,海地,南苏丹,古巴,多米尼加,捷克,希腊,瑞典,葡萄牙,约旦,阿塞拜疆,洪都拉斯,阿联酋,塔吉克斯坦,匈牙利,以色列,白俄罗斯,巴布亚新几内亚,奥地利,瑞士,多哥,塞拉利昂,香港,老挝,巴拉圭,利比亚,保加利亚,塞尔维亚,黎巴嫩,尼加拉瓜,吉尔吉斯斯坦,萨尔瓦多,土库曼斯坦,丹麦,刚果（布）,芬兰,新加坡,斯洛伐克,挪威,阿曼,利比里亚,哥斯达黎加,新西兰,爱尔兰,巴勒斯坦,中非,毛里塔尼亚,巴拿马,科威特,克罗地亚,格鲁吉亚,乌拉圭,蒙古,波多黎各,波黑,牙买加,亚美尼亚,卡塔尔,阿尔巴尼亚,立陶宛,纳米比亚,摩尔多瓦,冈比亚,博茨瓦纳,加蓬,莱索托,斯洛文尼亚,马其顿,几内亚比绍,拉脱维亚,巴林,赤道几内亚,特立尼达和多巴哥,东帝汶,爱沙尼亚,毛里求斯,塞浦路斯,斯威士兰,吉布提,斐济群岛,科摩罗,圭亚那,不丹,所罗门群岛,澳门,卢森堡,黑山,苏里南,佛得角,马尔代夫,马耳他,文莱,伯利兹,巴哈马,冰岛,瓦努阿图,巴巴多斯,法属波利尼西亚,新喀里多尼亚,圣多美和普林西比,萨摩亚,圣卢西亚,关岛,库拉索,基里巴斯,密克罗尼西亚联邦,格林纳达,圣文森特和格林纳丁斯,阿鲁巴,汤加,塞舌尔,安提瓜和巴布达,马恩岛,安道尔,多米尼克,开曼群岛,百慕大,马绍尔群岛,北马里亚纳群岛,格陵兰,美属萨摩亚,圣基茨和尼维斯,法罗群岛,荷属圣马丁,摩纳哥,法属圣马丁,特克斯和凯科斯群岛,列支敦士登,圣马力诺,直布罗陀,英属维尔京群岛,帕劳,图瓦卢,瑙鲁
1970,"818,315,000","555,189,797","205,052,000","114,793,179","58,142,062","95,113,265","55,982,142","64,232,486","130,404,000","51,493,565","103,403,000","28,415,080","35,803,591","34,513,851","43,404,802","20,011,033","34,876,296","28,513,872","78,169,289","36,884,525","51,957,747","55,663,250","13,535,487","22,069,783","53,821,850","11,301,394","27,269,063","32,240,827","21,480,064","33,814,531","9,405,606","23,880,564","10,281,695","14,464,992","47,088,862","9,917,978","11,173,654","21,324,000","32,664,300","16,004,732","5,836,388","12,080,311","5,890,360","13,459,789","10,804,131","9,022,747","8,735,493","6,193,379","12,074,628","11,396,396","6,576,305","6,519,754","5,102,070","14,410,391","12,507,000","4,510,645","12,485,736","5,624,592","5,949,042","4,703,783","9,783,134","20,250,398","13,036,140","4,179,062","6,350,544","6,069,375","13,038,526","4,257,508","5,455,197","6,996,576","3,643,608","3,444,569","5,289,312","4,154,606","3,757,351","2,912,338","3,479,070","5,063,805","4,484,004","9,655,549","4,676,237","3,494,011","8,712,535","4,499,722","9,858,071","8,792,806","8,042,801","8,680,431","1,721,315","5,180,032","2,716,652","234,512","2,930,108","10,337,910","2,974,000","9,040,000","2,783,132","7,467,086","6,180,877","2,115,522","2,744,890","3,959,000","2,688,429","2,474,757","2,133,527","8,489,574","6,972,000","2,297,436","2,406,523","2,959,900","3,673,066","2,195,165","4,928,757","1,326,894","4,606,307","2,074,507","4,538,223","3,875,763","723,842","1,400,730","1,847,394","2,810,700","2,957,250",#N/A,"1,811,157","1,146,776","1,519,286","744,444","4,412,252","4,119,900","2,809,799","1,278,819","2,718,000","3,760,536","1,875,637","2,525,067","109,521","2,135,479","3,139,689","817,474","2,445,328","464,404","627,714","589,317","1,028,930","1,724,891","1,720,805","704,937","2,359,164","212,607","303,986","945,357","571,565","1,360,076","826,000","613,618","431,251","159,662","520,561","230,055","704,930","297,307","160,240","246,193","339,171","512,407","367,926","268,633","115,688","302,650","129,530","122,184","169,376","204,438","85,374","238,895","110,490","112,000","74,570","143,146","104,016","83,875","144,739","51,142","61,415","94,476","90,501","59,070","84,344","53,600","64,184","55,431","24,275","71,084",9143,"55,000","20,394","13,000","46,400","27,362","44,878","39,008",6854,"23,487",5707,5837,"21,268","19,224","28,601",9830,"11,803",5740,6553
1971,"841,105,000","567,868,021","207,661,000","117,880,146","59,734,479","97,482,928","57,296,988","65,531,635","131,155,000","53,076,366","105,697,000","29,248,650","36,849,678","35,311,905","44,484,032","20,564,062","35,720,603","29,281,583","78,312,842","37,963,280","52,371,320","55,896,223","13,971,698","22,665,265","54,073,490","11,713,046","27,913,749","32,882,704","22,003,983","34,224,490","9,671,856","24,259,564","10,621,471","14,872,253","47,435,008","10,255,853","11,475,450","21,962,032","32,783,500","16,350,883","6,100,631","12,446,444","6,041,239","13,836,365","11,062,434","9,232,655","8,973,247","6,290,367","12,323,984","11,745,952","6,757,853","6,689,659","5,328,735","14,809,518","12,937,000","4,637,984","12,747,831","5,723,378","6,044,524","4,829,092","9,942,716","20,461,567","13,250,211","4,319,226","6,570,859","6,247,421","13,194,497","4,387,532","5,589,563","7,139,640","3,726,189","3,472,357","5,476,978","4,223,056","3,871,428","2,976,575","3,530,000","5,176,290","4,581,752","9,673,162","4,757,175","3,575,896","8,868,087","4,627,202","9,826,815","8,831,036","8,098,334","8,643,756","1,809,193","5,284,518","2,798,125","277,463","3,020,419","10,367,537","3,069,000","9,115,576","2,849,522","7,500,482","6,213,399","2,185,667","2,798,727","4,045,300","2,762,264","2,535,877","2,228,142","8,536,395","7,013,000","2,354,046","2,481,345","3,022,300","3,770,060","2,258,965","4,963,126","1,365,891","4,612,124","2,112,900","4,557,449","3,903,039","748,968","1,436,740","1,896,074","2,853,000","2,992,050",#N/A,"1,840,517","1,181,659","1,563,093","798,639","4,431,275","4,163,000","2,818,283","1,317,042","2,762,190","3,805,286","1,904,281","2,587,716","119,413","2,187,853","3,179,041","842,353","2,479,871","478,106","646,350","600,608","1,052,619","1,738,335","1,739,529","718,359","2,376,389","220,311","298,852","955,753","585,250","1,376,955","839,230","620,860","443,979","169,372","531,622","234,645","713,684","306,957","166,163","248,745","342,421","515,449","369,230","271,315","119,303","302,700","135,672","124,795","173,894","206,098","88,012","240,093","114,385","120,000","76,344","145,407","105,244","85,729","147,389","51,979","62,089","94,212","91,490","59,442","85,492","54,695","64,354","56,352","25,571","71,569",9588,"54,600","21,305","13,423","47,200","27,982","44,489","39,456",7372,"23,721",5945,5973,"21,729","19,393","29,007","10,012","12,051",5770,6669
1972,"862,030,000","581,087,255","209,896,000","121,017,316","61,381,982","99,859,388","58,665,813","66,625,706","131,909,000","54,689,944","107,188,000","30,140,799","37,923,400","36,102,670","45,548,476","21,121,360","36,587,267","30,075,295","78,688,452","39,058,594","52,793,151","56,086,065","14,428,340","23,281,517","54,381,345","12,146,070","28,570,093","33,505,406","22,516,429","34,604,469","9,929,644","24,653,172","10,974,626","15,285,992","47,783,006","10,599,661","11,791,222","22,218,463","33,055,650","16,696,890","6,392,973","12,796,982","6,248,965","14,221,954","11,324,277","9,446,235","9,229,640","6,390,573","12,583,142","12,097,696","6,946,619","6,867,170","5,576,026","15,207,765","13,177,000","4,768,225","13,002,234","5,825,174","6,147,464","4,958,556","10,103,675","20,657,957","13,463,985","4,466,170","6,800,148","6,429,377","13,328,593","4,522,886","5,723,759","7,302,114","3,815,253","3,479,792","5,673,914","4,290,544","3,987,223","3,043,563","3,569,655","5,291,335","4,682,392","9,711,115","4,837,334","3,661,442","9,025,347","4,755,464","9,867,632","8,888,628","8,122,300","8,630,430","1,883,923","5,385,266","2,882,102","330,968","3,111,284","10,398,489","3,148,000","9,188,968","2,918,138","7,544,201","6,260,956","2,247,578","2,854,866","4,123,600","2,840,842","2,597,149","2,327,487","8,576,200","7,053,000","2,417,837","2,558,705","3,088,200","3,867,310","2,324,019","4,991,596","1,406,510","4,639,657","2,152,400","4,596,622","3,933,004","776,385","1,474,567","1,944,170","2,903,900","3,036,850",#N/A,"1,867,786","1,217,443","1,607,797","851,918","4,450,564","4,205,300","2,821,458","1,356,673","2,817,256","3,851,153","1,935,089","2,650,484","130,505","2,243,126","3,213,622","868,954","2,515,217","492,424","667,096","611,705","1,077,102","1,752,233","1,754,951","732,516","2,395,674","229,151","289,508","968,136","600,185","1,392,518","852,053","628,002","457,039","179,237","542,843","239,229","721,949","316,822","172,550","248,770","346,600","521,785","367,907","271,841","123,347","302,450","142,015","127,152","177,863","209,137","90,802","241,523","118,438","125,500","77,930","147,295","106,303","87,580","147,710","52,775","62,275","93,984","92,511","59,849","86,327","56,029","64,134","57,166","26,885","71,731","10,135","54,200","22,335","13,884","48,300","28,564","44,318","39,915",7892,"24,049",6156,6156,"22,161","19,490","29,353","10,210","12,342",5786,6798
1973,"881,940,000","594,770,136","211,909,000","124,199,693","63,099,404","102,259,497","60,114,615","67,637,541","132,669,000","56,324,310","108,707,000","31,036,670","39,022,759","36,896,551","46,603,522","21,690,448","37,472,329","30,905,721","78,936,666","40,159,581","53,207,744","56,194,527","14,902,271","23,913,090","54,751,406","12,600,799","29,238,168","34,103,149","23,024,512","34,988,947","10,186,452","25,056,475","11,343,923","15,709,831","48,125,829","10,950,888","12,108,963","22,491,777","33,357,200","17,048,525","6,711,922","13,140,797","6,497,283","14,615,847","11,592,638","9,668,655","9,493,552","6,500,809","12,852,205","12,453,709","7,142,634","7,052,847","5,841,513","15,593,353","13,380,000","4,902,151","13,252,033","5,930,493","6,256,191","5,093,368","10,265,827","20,835,681","13,673,014","4,619,549","7,037,860","6,614,840","13,439,322","4,660,726","5,858,466","7,449,233","3,907,891","3,512,626","5,877,725","4,357,357","4,106,411","3,113,681","3,605,120","5,409,338","4,785,916","9,741,720","4,918,625","3,750,780","9,178,809","4,884,460","9,922,266","8,929,086","8,136,312","8,633,100","1,948,443","5,483,088","2,968,978","394,625","3,203,035","10,432,055","3,278,000","9,257,272","2,989,201","7,586,115","6,307,347","2,303,344","2,913,347","4,241,600","2,919,288","2,659,418","2,430,754","8,620,967","7,091,000","2,481,943","2,638,699","3,153,800","3,964,273","2,390,212","5,021,861","1,448,632","4,666,081","2,193,000","4,641,445","3,960,612","806,985","1,514,364","1,992,522","2,961,300","3,085,950",#N/A,"1,894,850","1,254,156","1,653,208","905,639","4,470,161","4,242,500","2,822,112","1,397,305","2,878,786","3,897,259","1,966,978","2,712,780","142,181","2,296,752","3,244,438","896,264","2,549,760","507,428","689,906","622,914","1,102,885","1,766,697","1,769,002","746,178","2,415,819","239,527","277,656","982,006","614,264","1,405,951","864,819","635,105","470,561","190,569","554,143","244,207","729,909","326,986","179,306","246,945","350,450","530,220","364,907","271,068","127,700","302,200","148,516","129,294","181,519","212,317","93,749","243,076","122,641","128,500","79,463","148,858","107,311","89,459","146,912","53,558","62,268","93,661","93,559","60,236","86,958","56,892","63,649","57,919","28,232","71,739","10,778","53,800","23,440","14,322","49,000","29,103","44,304","40,395",8429,"24,445",6370,6380,"22,560","19,561","29,657","10,391","12,625",5819,6929
1974,"900,350,000","608,802,595","213,854,000","127,422,198","64,905,996","104,706,193","61,677,167","68,742,222","133,432,000","57,966,812","110,162,000","31,861,353","40,144,250","37,708,144","47,657,554","22,282,127","38,370,278","31,786,481","78,967,433","41,252,320","53,592,235","56,229,974","15,388,933","24,552,540","55,110,868","13,077,341","29,918,469","34,692,266","23,538,390","35,373,335","10,453,029","25,462,305","11,732,957","16,149,018","48,452,623","11,312,062","12,412,960","22,807,969","33,678,899","17,413,149","7,054,532","13,491,114","6,761,623","15,017,060","11,871,102","9,906,963","9,749,098","6,630,003","13,131,260","12,816,954","7,345,773","7,247,284","6,121,295","15,952,077","13,723,000","5,040,795","13,501,931","6,040,045","6,368,346","5,235,074","10,428,803","21,029,429","13,869,975","4,778,716","7,283,181","6,803,271","13,545,056","4,797,188","5,994,300","7,533,332","3,999,918","3,632,986","6,085,078","4,424,030","4,231,579","3,187,413","3,646,428","5,530,978","4,892,294","9,772,419","5,003,708","3,844,094","9,320,943","5,014,187","9,988,459","8,962,022","8,159,955","8,754,365","2,007,735","5,579,071","3,059,245","467,457","3,296,092","10,478,720","3,377,000","9,317,584","3,063,051","7,599,038","6,341,405","2,356,620","2,974,105","4,377,800","2,990,963","2,723,816","2,536,895","8,678,745","7,128,000","2,536,772","2,721,417","3,223,900","4,060,255","2,457,379","5,045,297","1,492,055","4,690,574","2,229,800","4,689,623","3,985,258","841,952","1,556,288","2,042,242","3,023,700","3,137,500",#N/A,"1,924,386","1,291,857","1,699,056","961,773","4,490,660","4,279,500","2,824,095","1,438,421","2,939,299","3,942,221","1,998,313","2,773,750","153,624","2,350,124","3,273,894","922,900","2,582,697","523,250","714,701","634,739","1,130,634","1,776,132","1,784,400","757,668","2,437,186","251,908","265,762","996,479","624,561","1,418,169","878,042","642,322","484,747","205,180","565,418","250,107","737,846","337,491","186,297","244,289","355,050","538,902","361,665","270,228","132,102","301,996","155,069","131,305","185,105","215,209","96,773","244,643","126,919","131,000","81,148","150,191","108,389","91,378","148,351","54,334","62,456","93,190","94,618","60,527","87,584","57,937","63,108","58,673","29,515","71,814","11,488","53,400","24,530","14,672","49,500","29,595","44,322","40,847",8977,"24,829",6601,6610,"22,985","19,661","29,886","10,551","12,823",5903,7062
1975,"916,395,000","623,102,900","215,973,000","130,680,730","66,816,875","107,216,209","63,374,289","70,066,310","134,200,000","59,607,947","111,573,000","32,566,855","41,285,741","38,549,133","48,718,190","22,903,587","39,277,249","32,729,772","78,673,554","42,326,307","53,931,390","56,225,800","15,885,228","25,195,184","55,441,001","13,575,898","30,611,093","35,280,725","24,065,502","35,757,900","10,737,403","25,865,775","12,144,128","16,607,706","48,755,662","11,684,579","12,689,164","23,143,275","34,015,199","17,796,171","7,419,486","13,857,469","7,023,994","15,424,745","12,162,189","10,165,216","9,985,946","6,784,699","13,420,367","13,189,511","7,556,032","7,451,057","6,412,409","16,274,737","13,893,000","5,184,940","13,755,141","6,154,554","6,482,282","5,384,798","10,592,310","21,293,583","14,050,227","4,943,279","7,535,715","6,994,331","13,666,335","4,929,846","6,131,151","7,524,457","4,088,568","3,880,285","6,293,875","4,491,248","4,364,709","3,265,167","3,700,879","5,656,912","5,001,413","9,800,700","5,094,570","3,941,613","9,446,441","5,144,632","10,058,620","9,046,541","8,192,437","9,093,470","2,065,916","5,674,129","3,153,252","548,295","3,390,941","10,540,525","3,455,000","9,367,000","3,139,944","7,578,903","6,338,632","2,410,451","3,037,158","4,461,600","3,051,583","2,791,236","2,645,136","8,720,742","7,163,000","2,575,746","2,806,859","3,292,400","4,154,689","2,525,374","5,059,862","1,536,658","4,711,440","2,262,600","4,739,105","4,007,313","882,038","1,600,454","2,094,186","3,083,100","3,189,550",#N/A,"1,958,367","1,330,594","1,745,142","1,021,725","4,512,082","4,311,200","2,830,172","1,479,646","2,994,000","3,985,107","2,028,019","2,832,752","164,314","2,404,831","3,301,652","947,925","2,611,616","539,985","741,346","647,538","1,160,795","1,793,581","1,803,008","765,985","2,456,130","266,540","255,808","1,010,934","629,227","1,429,352","892,000","649,753","499,759","224,177","576,626","257,285","745,847","348,395","193,401","241,631","358,950","546,487","359,234","270,240","136,418","304,222","161,635","133,264","188,895","217,979","99,863","246,158","131,229","132,500","83,134","151,353","109,634","93,351","149,129","55,114","63,122","92,494","95,665","60,653","88,321","59,292","62,671","59,482","30,705","72,088","12,234","53,000","25,579","14,917","49,600","30,045","44,271","41,292",9556,"25,203",6882,6832,"23,436","19,829","30,062","10,697","12,898",6064,7178
1976,"930,685,000","637,630,085","218,035,000","133,966,940","68,834,324","109,790,943","65,221,379","71,652,386","135,147,000","61,242,189","112,775,000","33,128,151","42,446,659","39,422,731","49,785,278","23,560,470","40,189,561","33,733,975","78,336,950","43,377,270","54,220,033","56,211,968","16,390,161","25,836,890","55,718,260","14,096,258","31,314,347","35,848,523","24,608,102","36,137,812","11,042,975","26,264,681","12,578,398","17,085,799","49,032,729","12,068,675","12,943,093","23,449,808","34,356,300","18,198,836","7,802,928","14,242,766","7,279,630","15,838,568","12,468,688","10,443,954","10,199,164","6,967,944","13,719,466","13,572,210","7,773,452","7,664,398","6,713,949","16,554,744","14,033,000","5,335,083","14,012,894","6,274,032","6,596,721","5,545,653","10,756,876","21,551,634","14,212,145","5,112,823","7,794,658","7,187,794","13,774,037","5,057,375","6,269,983","7,404,687","4,173,131","4,278,974","6,502,566","4,559,239","4,506,109","3,347,169","3,770,870","5,786,482","5,113,458","9,818,227","5,191,637","4,041,792","9,554,186","5,275,767","10,125,939","9,188,150","8,222,286","9,355,810","2,123,180","5,768,730","3,251,145","637,926","3,487,658","10,598,677","3,533,000","9,411,000","3,219,825","7,565,525","6,302,504","2,464,424","3,102,595","4,518,000","3,098,962","2,861,868","2,754,698","8,758,599","7,214,000","2,596,409","2,894,967","3,358,700","4,247,508","2,594,315","5,072,596","1,582,361","4,725,664","2,293,300","4,789,507","4,026,152","927,434","1,645,833","2,148,681","3,110,500","3,238,050",#N/A,"1,997,017","1,370,364","1,791,389","1,085,866","4,535,934","4,342,400","2,841,371","1,520,868","3,043,854","4,025,271","2,055,371","2,889,583","173,716","2,458,526","3,328,664","971,117","2,638,126","557,810","769,982","661,398","1,193,517","1,820,249","1,825,559","770,415","2,470,989","283,746","247,969","1,025,104","627,255","1,439,576","906,507","657,524","515,602","248,556","587,561","265,958","754,101","359,721","200,602","239,074","360,731","552,562","357,949","271,345","140,563","305,774","168,173","135,143","192,903","220,154","103,002","247,584","135,559","134,000","85,475","152,362","111,074","95,380","149,399","55,922","64,360","91,469","96,694","60,586","89,228","60,504","62,353","60,374","31,782","72,662","13,023","53,200","26,548","15,024","49,700","30,455","44,140","41,724","10,147","25,523",7250,7020,"23,933","20,086","30,179","10,821","12,835",6319,7284
1977,"943,455,000","652,408,766","220,239,000","137,278,057","70,958,168","112,425,392","67,203,134","73,463,593","136,100,000","62,869,908","113,872,000","33,577,240","43,629,415","40,329,589","50,861,166","24,249,127","41,108,290","34,803,041","78,159,814","44,405,903","54,467,709","56,193,492","16,905,222","26,480,915","55,955,411","14,638,887","32,026,748","36,411,795","25,164,544","36,511,638","11,368,618","26,661,397","13,034,631","17,582,899","49,287,118","12,462,059","13,171,294","23,725,843","34,689,050","18,620,087","8,207,695","14,643,881","7,533,814","16,258,323","12,790,313","10,738,534","10,395,453","7,178,672","14,028,535","13,964,377","7,998,157","7,887,571","7,026,497","16,796,568","14,192,000","5,491,158","14,273,495","6,398,933","6,712,267","5,717,954","10,922,777","21,756,096","14,359,629","5,287,544","8,060,652","7,383,713","13,856,185","5,181,505","6,412,667","7,196,042","4,255,242","4,802,134","6,712,825","4,628,881","4,655,386","3,433,445","3,854,446","5,919,958","5,228,253","9,830,358","5,294,625","4,144,552","9,646,142","5,407,496","10,186,755","9,308,479","8,251,540","9,455,675","2,179,361","5,863,138","3,352,825","735,347","3,586,516","10,648,031","3,613,000","9,463,000","3,302,636","7,568,430","6,281,174","2,518,454","3,170,503","4,583,700","3,135,839","2,935,710","2,865,639","8,804,183","7,258,000","2,601,734","2,985,480","3,423,900","4,338,451","2,664,262","5,088,419","1,629,218","4,738,902","2,325,300","4,840,501","4,043,205","977,804","1,692,155","2,205,618","3,120,200","3,282,200",#N/A,"2,039,914","1,411,139","1,837,804","1,153,573","4,559,571","4,372,100","2,856,958","1,562,207","3,088,690","4,063,188","2,080,824","2,944,375","182,319","2,513,546","3,355,036","992,955","2,660,619","576,755","800,532","676,264","1,228,527","1,842,377","1,851,070","771,732","2,485,073","303,169","242,160","1,039,210","619,817","1,450,211","921,379","665,521","532,253","277,472","598,299","275,903","762,424","371,424","207,885","236,669","361,358","557,576","357,649","273,335","144,625","306,970","174,717","136,990","197,100","221,799","106,206","248,931","139,893","136,000","88,102","153,218","112,685","97,477","149,459","56,759","66,079","90,219","97,708","60,366","90,259","61,786","62,162","61,335","32,769","73,443","13,848","53,400","27,479","15,049","49,400","30,834","43,944","42,133","10,791","25,811",7713,7193,"24,451","20,397","30,228","10,923","12,646",6650,7396
1978,"956,165,000","667,499,815","222,585,000","140,621,731","73,197,254","115,121,158","69,271,915","75,450,033","137,060,000","64,494,872","114,913,000","33,993,301","44,838,485","41,275,728","51,959,021","24,956,387","42,039,983","35,960,811","78,091,820","45,413,082","54,691,866","56,196,504","17,432,756","27,138,966","56,155,143","15,205,381","32,748,782","36,969,185","25,733,669","36,864,898","11,712,540","27,061,041","13,510,429","18,102,266","49,523,304","12,860,678","13,341,199","23,963,203","34,965,600","19,059,773","8,646,845","15,057,226","7,790,774","16,683,451","13,122,833","11,041,206","10,590,265","7,414,167","14,347,653","14,364,726","8,230,214","8,121,081","7,350,269","17,015,984","14,358,000","5,652,655","14,533,691","6,530,820","6,831,090","5,896,864","11,089,165","21,951,464","14,499,957","5,468,259","8,336,421","7,582,357","13,941,700","5,306,685","6,561,919","6,957,267","4,337,292","5,375,018","6,929,663","4,702,371","4,812,872","3,523,933","3,949,264","6,060,158","5,344,946","9,839,534","5,404,020","4,253,085","9,724,044","5,539,596","10,242,098","9,429,959","8,275,599","9,558,250","2,237,936","5,957,927","3,458,102","835,498","3,688,411","10,684,822","3,690,000","9,525,000","3,388,631","7,562,305","6,281,738","2,576,293","3,240,841","4,667,500","3,168,838","3,013,281","2,979,102","8,814,032","7,297,000","2,597,202","3,077,861","3,487,100","4,426,679","2,734,899","5,104,248","1,677,326","4,752,528","2,353,600","4,890,125","4,058,671","1,032,797","1,740,919","2,264,942","3,121,200","3,329,100",#N/A,"2,087,662","1,453,028","1,884,427","1,224,063","4,581,085","4,397,700","2,875,724","1,603,910","3,129,421","4,100,355","2,105,903","2,997,419","191,947","2,566,266","3,379,514","1,014,055","2,682,309","596,540","832,467","692,078","1,265,211","1,862,548","1,877,690","772,137","2,497,921","323,468","239,681","1,053,560","610,048","1,460,188","933,499","673,253","549,787","308,008","609,383","286,628","770,128","383,324","215,299","235,175","362,007","562,065","358,103","276,182","148,774","310,182","181,201","138,975","201,482","223,537","109,397","250,200","144,273","137,500","90,846","153,986","114,398","99,629","148,341","57,613","68,196","89,104","98,688","60,102","91,336","62,150","62,038","62,260","33,744","74,280","14,681","53,600","28,400","15,167","49,200","31,262","43,703","42,539","11,481","26,090",8191,7380,"24,968","20,764","30,224","11,041","12,409",7018,7505
1979,"969,005,000","682,995,348","225,055,000","144,009,844","75,561,128","117,878,412","71,361,141","77,529,040","138,027,000","66,123,908","115,890,000","34,487,806","46,079,844","42,267,429","53,095,406","25,663,598","42,994,043","37,237,145","78,126,350","46,401,750","54,917,110","56,246,951","17,976,219","27,827,325","56,317,749","15,797,771","33,481,397","37,534,236","26,312,996","37,191,330","12,071,140","27,471,046","14,002,302","18,647,801","49,747,998","13,259,107","13,411,060","24,201,544","35,247,217","19,516,942","9,137,928","15,476,928","8,058,112","17,113,393","13,460,035","11,341,405","10,805,318","7,669,699","14,676,932","14,771,270","8,469,677","8,365,560","7,685,927","17,235,668","14,514,000","5,818,763","14,788,866","6,671,656","6,956,409","6,075,485","11,254,877","22,090,488","14,643,133","5,656,145","8,625,693","7,784,074","14,038,270","5,439,069","6,720,582","6,770,393","4,422,743","5,892,763","7,160,021","4,782,491","4,978,812","3,618,519","4,051,239","6,210,756","5,462,413","9,848,382","5,520,187","4,371,711","9,790,850","5,671,801","10,292,341","9,548,258","8,293,678","9,661,265","2,303,116","6,053,635","3,566,661","931,752","3,794,457","10,704,152","3,786,000","9,584,000","3,478,093","7,549,425","6,294,365","2,642,693","3,313,506","4,929,700","3,207,331","3,095,151","3,096,724","8,825,940","7,332,000","2,590,911","3,171,404","3,552,000","4,511,127","2,805,817","5,116,801","1,726,865","4,764,690","2,383,500","4,938,973","4,072,517","1,091,858","1,794,251","2,326,460","3,109,000","3,373,750",#N/A,"2,140,778","1,496,174","1,931,302","1,296,077","4,594,778","4,430,200","2,895,683","1,646,290","3,168,088","4,138,816","2,132,784","3,049,107","205,172","2,617,832","3,397,842","1,035,379","2,703,999","616,770","865,073","708,788","1,302,670","1,882,599","1,902,718","774,726","2,505,953","342,804","241,977","1,068,644","602,363","1,468,333","949,888","680,010","568,316","336,080","621,584","297,451","776,257","395,192","222,841","235,440","362,856","566,888","358,826","279,729","153,276","313,342","187,596","141,302","205,991","225,735","112,543","251,347","148,734","138,500","93,458","154,740","116,148","101,837","147,851","58,469","70,515","88,603","99,649","59,972","92,271","62,686","61,948","63,026","34,825","74,960","15,485","53,800","29,417","15,640","49,600","31,842","43,452","42,941","12,244","26,391",8557,7607,"25,463","21,122","30,172","11,226","12,231",7357,7626
1980,"981,235,000","698,952,837","227,225,000","147,447,834","78,054,346","120,694,012","73,423,646","79,639,498","139,010,000","67,761,367","116,807,000","35,141,703","47,357,741","43,309,063","54,281,841","26,358,905","43,975,972","38,650,244","78,288,576","47,374,463","55,161,510","56,314,216","18,538,263","28,556,771","56,433,883","16,417,203","34,224,316","38,123,775","26,900,508","37,491,165","12,442,333","27,896,532","14,507,466","19,221,659","49,965,872","13,653,348","13,356,500","24,515,667","35,574,150","19,990,006","9,691,471","15,898,760","8,341,290","17,547,612","13,798,094","11,630,194","11,056,112","7,941,903","15,016,408","15,182,616","8,716,549","8,621,409","8,033,652","17,472,144","14,692,000","5,989,000","15,035,840","6,822,837","7,090,124","6,250,434","11,419,350","22,207,282","14,796,175","5,851,818","8,930,776","7,989,178","14,149,800","5,583,157","6,890,346","6,693,759","4,514,427","6,281,138","7,408,630","4,871,446","5,153,314","3,717,161","4,157,296","6,374,040","5,579,932","9,859,242","5,643,175","4,502,603","9,849,457","5,803,929","10,304,193","9,642,505","8,310,531","9,766,312","2,377,997","6,150,735","3,678,274","1,019,507","3,905,443","10,711,122","3,878,000","9,643,000","3,571,209","7,549,433","6,319,408","2,720,835","3,388,494","5,063,100","3,258,149","3,181,627","3,219,462","8,861,535","7,362,000","2,588,928","3,265,520","3,617,400","4,591,135","2,876,809","5,123,027","1,777,932","4,779,535","2,413,945","4,979,815","4,085,620","1,154,373","1,852,991","2,389,973","3,112,900","3,412,800",#N/A,"2,199,359","1,540,644","1,978,489","1,368,680","4,599,782","4,467,700","2,915,389","1,689,622","3,206,000","4,179,850","2,162,839","3,099,759","223,622","2,671,997","3,413,202","1,057,723","2,728,099","637,252","897,860","726,335","1,340,258","1,901,315","1,924,203","781,678","2,511,701","359,897","249,931","1,084,743","599,907","1,477,219","966,039","685,408","587,852","358,960","635,312","307,831","780,153","406,883","230,550","238,085","364,150","572,608","359,531","283,848","158,271","316,645","193,880","144,142","210,589","228,138","115,598","252,388","153,298","140,050","95,788","155,522","117,828","104,134","148,041","59,296","72,936","89,032","100,566","60,097","92,966","63,261","61,861","63,546","36,063","75,318","16,207","54,670","30,574","16,633","50,200","32,648","43,201","43,339","13,097","26,752",8777,7894,"25,881","21,453","30,068","11,471","12,178",7631,7751
